Product Page URL,Section 19A approved medicine,Section 19A approval holder,Phone,Approved until,Status,Medicines in short supply/unavailable,Indication(s)
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-clonazepam-tablets-usp-05mg-advagen-pharma-usa,"(Approval lapsed) Clonazepam Tablets, USP 0.5mg (Advagen Pharma, USA)",Link Medical Products Pty Ltd ABN 73 010 971 517,1800 181 060,31 March 2025,Expired,PAXAM 0.5 clonazepam 0.5mg tablet bottle - ARTG 54846,"Most types of epilepsy in children, especially absences (petit mal), myoclonic seizures and tonic-clonic fits, whether due to primary generalised epilepsy, or to secondary generalisation of partial epilepsy. In adults, all varieties of generalised epilepsy (including myoclonic, akinetic, tonic and tonic-clonic seizures), and in partial epilepsy (including psychomotor seizures)."
https://www.tga.gov.au/resources/section-19a-approvals/acarbose-100-mg-tablets-morningside-uk,"Acarbose 100 mg tablets (Morningside, UK)",Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 May 2025,Current,GLYBOSAY acarbose 100 mg tablet blister pack - ARTG 226791,As an adjunct to prescribed diet and exercise for the management of blood glucose concentrations in non-insulin dependent diabetic patients who are inadequately controlled by diet alone or by diet and oral hypoglycaemic agents.
https://www.tga.gov.au/resources/section-19a-approvals/acarbose-50-mg-tablets-morningside-uk,"Acarbose 50 mg tablets (Morningside, UK)",Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 May 2025,Current,ACARBOSE VIATRIS acarbose 50 mg tablet blister pack - ARTG 226796 GLYBOSAY acarbose 50 mg tablet blister pack - ARTG 226792,As an adjunct to prescribed diet and exercise for the management of blood glucose concentrations in non-insulin dependent diabetic patients who are inadequately controlled by diet alone or by diet and oral hypoglycaemic agents.
https://www.tga.gov.au/resources/section-19a-approvals/neostigmine-methylsulfate-injection-25mg-1ml-ampoule-hameln-pharma-uk,"Neostigmine Methylsulfate Injection 2.5mg in 1mL Ampoule (Hameln Pharma, UK)",Juno Pharmaceuticals Pty Ltd ABN 55 156 303 650,03 8888 1288,31 July 2025,Current,NEOSTIGMINE JUNO neostigmine methylsulfate 2.5 mg/1 mL solution for injection ampoule - ARTG 219054,"Neostigmine is indicated for: Reversal of the effects of non-depolarising neuromuscular blocking agents. Prophylaxis and treatment of post-operative intestinal atony and urinary retention. Treatment of myasthenia gravis during acute exacerbations, when the condition is severe or in neonates."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-heparin-sodium-5000-iuml-25000-units-5ml-solution-injection-or-concentrate-solution-infusion-ampoules-preservative-free-wockhardt-uk,"(Approval lapsed) Heparin sodium 5,000 IU/mL (25,000 units in 5mL) solution for injection or concentrate for solution for infusion ampoules - Preservative Free (Wockhardt, UK)",ORSPEC Pharma Pty Ltd ABN 15 634 980 417,02 4339 4239,31 March 2025,Expired,HEPARIN SODIUM 25000IU/5mL (porcine mucous) injection ampoule - ARTG 49236,"Prophylaxis and treatment of thromboembolic disorders such as thrombophlebitis, pulmonary embolism, coronary or venous thrombosis and occlusive vascular disease. As a low-dose regimen for the prevention of thromboembolic complications arising as a result of cardiac and arterial surgery. As an anticoagulant during blood transfusions, extracorporeal circulation, dialysis and other perfusion techniques and in blood samples for laboratory purposes."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-clonazepam-tablets-usp-2mg-advagen-pharma-usa,"(Approval lapsed) Clonazepam Tablets, USP 2mg (Advagen Pharma, USA)",Link Medical Products Pty Ltd ABN 73 010 971 516,1800 181 060,28 February 2025,Expired,PAXAM 2 clonazepam 2mg tablet bottle - ARTG 54847,"Most types of epilepsy in children, especially absences (petit mal), myoclonic seizures and tonic-clonic fits, whether due to primary generalised epilepsy, or to secondary generalisation of partial epilepsy. In adults, all varieties of generalised epilepsy (including myoclonic, akinetic, tonic and tonic-clonic seizures), and in partial epilepsy (including psychomotor seizures)."
https://www.tga.gov.au/resources/section-19a-approvals/09-sodium-chloride-iv-infusion-viaflex-bag-100ml-baxter-singapore,"0.9% sodium chloride IV infusion in VIAFLEX bag 100mL (Baxter, Singapore)",Akesa Pty Ltd ABN 57 168 121 122,(03) 9088 6222,30 April 2025,Current,N/A (Field Not Found/Timeout),"Indicated for extracellular fluid replacement and in the management of metabolic alkalosis in the presence of fluid loss, and for restoring or maintaining the concentration of sodium and chloride ions"
https://www.tga.gov.au/resources/section-19a-approvals/09-sodium-chloride-iv-infusion-viaflex-bag-500ml-baxter-singapore,"0.9% sodium chloride IV infusion in VIAFLEX bag 500mL (Baxter, Singapore)",Akesa Pty Ltd ABN 57 168 121 122,(03) 9088 6222,30 April 2025,Current,N/A (Field Not Found/Timeout),"Indicated for extracellular fluid replacement and in the management of metabolic alkalosis in the presence of fluid loss, and for restoring or maintaining the concentration of sodium and chloride ions."
https://www.tga.gov.au/resources/section-19a-approvals/09-sodium-chloride-iv-infusion-viaflex-bag-50ml-baxter-singapore,"0.9% sodium chloride IV infusion in VIAFLEX bag 50mL (Baxter, Singapore)",Akesa Pty Ltd ABN 57 168 121 122,(03) 9088 6222,30 April 2025,Current,N/A (Field Not Found/Timeout),"Indicated for extracellular fluid replacement and in the management of metabolic alkalosis in the presence of fluid loss, and for restoring or maintaining the concentration of sodium and chloride ions."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-ezetimibe-tablets-usp-10mg-camber-usa,"(Approval lapsed) Ezetimibe Tablets, USP 10mg (Camber, USA)",Reach Pharmaceuticals Pty Ltd ABN 25 623 897 183,0422 429 648,31 March 2025,Expired,APO-EZETIMIBE ezetimibe 10mg tablet bottle pack - ARTG 263217 APO-EZETIMIBE ezetimibe 10mg tablet blister pack - ARTG 263212 BTC Ezetimibe 10mg tablet blister pack - ARTG 391682 EZEMICHOL ezetimibe 10mg tablet blister pack - ARTG 263224 Ezetimibe Sandoz ezetimibe 10mg tablet blister pack - ARTG 263045 EZETROL ezetimibe 10mg tablet blister pack - ARTG 91161 PHARMACOR EZETIMIBE ezetimibe 10 mg tablet blister pack - ARTG 276975 PHARMACOR EZETIMIBE ezetimibe 10 mg tablet bottle pack - ARTG 276974,"Ezetimibe administered alone, or with an HMG-CoA reductase inhibitor (statin), is indicated as adjunctive therapy to diet in patients with primary (heterozygous familial and non-familial) hypercholesterolaemia. Ezetimibe, administered with a statin, is indicated for patients with Homozygous Familial Hypercholesterolaemia (HoFH). Patients may also receive adjunctive treatments (e.g., LDL apheresis). Ezetimibe is indicated for the reduction of elevated sitosterol and campesterol levels in patients with Homozygous Familial Sitosterolaemia (Phytosterolaemia). Ezetimibe co-administered with simvastatin (doses up to 40 mg) is indicated as an adjunctive therapy to diet in adolescent patients (10-17 years old) with Heterozygous Familial Hypercholesterolaemia (HeFH) where use of a combination product is appropriate: Patients not appropriately controlled with a statin or ezetimibe alone Patients already treated with a statin and ezetimibe Ezetimibe co-administered with simvastatin (doses up to 40 mg) is indicated in adolescent patients (10-17 years old) with Homozygous Familial Hypercholesterolaemia (HoFH). Patients may also receive adjunctive treatments (e.g. LDL apheresis)."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-toilax-bisacodyl-2mgml-rectal-enema-finland,(Approval lapsed) TOILAX bisacodyl 2mg/mL rectal enema (Finland),Orion Pharma (AUS) Pty Limited ABN 15 654 099 608,02 8067 8704,31 January 2025,Expired,BISALAX bisacodyl 10mg/5mL enema tube - ARTG 27900,"Indicated in adults and children over 2 years for constipation due to confinement to bed, unaccustomed diet or change of environment. Constipation in cases of serious diseases, circulatory disturbances and metabolic disorders; occasional use in chronic constipation; bowel re-training; postoperatively in cases of haemorrhoids and anal fissures; colostomies; preparation for radiography; preparation for sigmoidoscopy or proctoscopy; preoperative preparation; postoperative care; antepartum and postpartum constipation; and preparation for delivery."
https://www.tga.gov.au/resources/section-19a-approvals/dianeal-peritoneal-dialysis-solution-low-calcium-15-dextrose-bag-2000ml-philippines,DIANEAL Peritoneal Dialysis Solution Low Calcium with 1.5% Dextrose bag 2000mL (Philippines),Vantive Pty Ltd ABN 91 625 652 280,1800 920 133,31 August 2025,Current,DIANEAL Low Calcium with 1.5% w/v Glucose Peritoneal Dialysis Solution bag AHB9334/9766/9601/9338 - ARTG 16750,Indicated for use in chronic renal failure patients being maintained on CAPD.
https://www.tga.gov.au/resources/section-19a-approvals/dianeal-peritoneal-dialysis-solution-low-calcium-25-dextrose-bag-2000ml-philippines,DIANEAL Peritoneal Dialysis Solution Low Calcium with 2.5% Dextrose bag 2000mL (Philippines),Vantive Pty Ltd ABN 91 625 652 280,1800 920 133,31 August 2025,Current,DIANEAL Low Calcium with 2.5% w/v Glucose Peritoneal Dialysis Solution bag AHB9345/9776/9602/9348 - ARTG 16847,Indicated for use in chronic renal failure patients being maintained on CAPD.
https://www.tga.gov.au/resources/section-19a-approvals/sodium-chloride-09-solution-infusion-freeflex-bag-1000ml-fresenius-kabi-netherlands,"Sodium chloride 0.9% solution for infusion in FREEFLEX bag 1000mL (Fresenius Kabi, Netherlands)",Pro Pharmaceuticals Group Pty Ltd ABN 20 605 457 430,1300 077 674,28 February 2026,Current,N/A (Field Not Found/Timeout),"Indicated for extracellular fluid replacement and in the management of metabolic alkalosis in the presence of fluid loss, and for restoring or maintaining the concentration of sodium and chloride ions."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-tadalafil-5mg-film-coated-tablets-accord-uk,"(Approval lapsed) Tadalafil 5mg film-coated tablets (Accord, UK)",Reach Pharmaceuticals Pty Ltd ABN 25 623 897 183,0422 429 648,30 November 2024,Expired,APO-Tadalafil tadalafil 5 mg film-coated tablet blister pack - ARTG 282075 CIDALA tadalafil 5mg film-coated tablet blister pack - ARTG 277558 TADALAFIL SANDOZ tadalafil 5 mg film-coated tablet blister pack - ARTG 282105,Erectile dysfunction (ED) in adult males Moderate to severe lower urinary tract symptoms (LUTS) associated with benign prostatic hyperplasia (BPH) in adult males
https://www.tga.gov.au/resources/section-19a-approvals/heparin-sodium-flushing-solution-10-iuml-50-units-5ml-ampoules-flushing-devices-only-wockhardt-uk,"Heparin sodium flushing solution 10 I.U./mL (50 units in 5mL) ampoules, for flushing of devices only (Wockhardt, UK)",ORSPEC Pharma Pty Ltd ABN 15 634 980 417,02 4339 4239,31 May 2026,Current,HEPARINISED SALINE 50IU/5mL (porcine mucous) injection ampoule - ARTG 66684,Maintenance of the patency of intravenous injection devices.
https://www.tga.gov.au/resources/section-19a-approvals/emtricitabine-and-tenofovir-disoproxil-fumarate-200mg300mg-tablets-laurus-labs-usa,"Emtricitabine and Tenofovir Disoproxil Fumarate 200mg/300mg Tablets (Laurus Labs, USA)",Phero Pharma Pty Ltd ABN 96 673 730 231,1800 720 020,31 May 2025,Current,CIPLA TENOFOVIR + EMTRICITABINE 300/200 Tenofovir disoproxil fumarate 300 mg and emtricitabine 200 mg tablet bottle pack - ARTG 327898 Tenofovir/Emtricitabine 300/200 ARX tenofovir disoproxil fumarate 300 mg emtricitabine 200 mg tablet blister pack - ARTG 275070 TENOFOVIR DISOPROXIL EMTRICITABINE VIATRIS 300/200 tenofovir disoproxil maleate 300 mg and emtricitabine 200 mg film coated tablet bottle - ARTG 265834 TENOFOVIR / EMTRICITABINE SANDOZ 301/200 tenofovir disoproxil succinate / emtricitabine 301 mg/200 mg film-coated tablet bottle - ARTG 326237,"Indicated for the treatment of HIV infected adults over the age of 18 years, in combination with other antiretroviral agents. Indicated in combination with safer sex practices for pre-exposure prophylaxis (PrEP) to reduce the risk of sexually acquired HIV-1 in adults at high risk. This indication is based on clinical trials in men who have sex with men (MSM) at high risk for HIV-1 infection and in heterosexual serodiscordant couples."
https://www.tga.gov.au/resources/section-19a-approvals/compound-sodium-lactate-intravenous-infusion-bp-hartmanns-solution-1000-ml-bottle-b-braun-malaysia,"Compound Sodium Lactate Intravenous Infusion B.P. (Hartmann‘s Solution) 1000 mL Bottle (B. Braun, Malaysia)",B Braun Australia Pty Ltd ABN 56 002 945 155,02 9629 0200,30 April 2025,Current,N/A (Field Not Found/Timeout),"The solutions are indicated for intravenous fluid therapy designed to correct deficiencies in hydration, electrolyte and energy levels. The solutions may also be used as solvents for intravenously administered drugs where compatibility has been established. Compound Sodium Lactate Solution is particularly suitable for the replacement of extracellular fluid loss where isotonic dehydration is evident and in burn therapy."
